Time,min,max,emg_read
2026-03-28 13:14:11:739,0,4096,62
2026-03-28 13:14:11:839,0,4096,62
2026-03-28 13:14:11:938,0,4096,62
2026-03-28 13:14:12:038,0,4096,62
2026-03-28 13:14:12:139,0,4096,62
2026-03-28 13:14:12:239,0,4096,62
2026-03-28 13:14:12:339,0,4096,61
2026-03-28 13:14:12:439,0,4096,61
2026-03-28 13:14:12:539,0,4096,61
2026-03-28 13:14:12:639,0,4096,60
2026-03-28 13:14:12:739,0,4096,61
2026-03-28 13:14:12:839,0,4096,59
2026-03-28 13:14:12:939,0,4096,60
2026-03-28 13:14:13:040,0,4096,61
2026-03-28 13:14:13:139,0,4096,60
2026-03-28 13:14:13:239,0,4096,61
2026-03-28 13:14:13:340,0,4096,61
2026-03-28 13:14:13:440,0,4096,61
2026-03-28 13:14:13:540,0,4096,60
2026-03-28 13:14:13:640,0,4096,61
2026-03-28 13:14:13:740,0,4096,61
2026-03-28 13:14:13:840,0,4096,62
2026-03-28 13:14:13:940,0,4096,62
2026-03-28 13:14:14:040,0,4096,62
2026-03-28 13:14:14:140,0,4096,61
2026-03-28 13:14:14:240,0,4096,65
2026-03-28 13:14:14:341,0,4096,63
2026-03-28 13:14:14:441,0,4096,63
2026-03-28 13:14:14:541,0,4096,63
2026-03-28 13:14:14:641,0,4096,63
2026-03-28 13:14:14:741,0,4096,64
2026-03-28 13:14:14:841,0,4096,64
2026-03-28 13:14:14:941,0,4096,64
2026-03-28 13:14:15:041,0,4096,64
2026-03-28 13:14:15:141,0,4096,64
2026-03-28 13:14:15:241,0,4096,64
2026-03-28 13:14:15:341,0,4096,65
2026-03-28 13:14:15:441,0,4096,65
2026-03-28 13:14:15:541,0,4096,65
2026-03-28 13:14:15:642,0,4096,65
2026-03-28 13:14:15:742,0,4096,66
2026-03-28 13:14:15:842,0,4096,65
2026-03-28 13:14:15:941,0,4096,65
2026-03-28 13:14:16:042,0,4096,64
2026-03-28 13:14:16:142,0,4096,65
2026-03-28 13:14:16:242,0,4096,64
2026-03-28 13:14:16:342,0,4096,62
2026-03-28 13:14:16:442,0,4096,63
2026-03-28 13:14:16:542,0,4096,64
2026-03-28 13:14:16:642,0,4096,64
2026-03-28 13:14:16:742,0,4096,63
2026-03-28 13:14:16:842,0,4096,63
2026-03-28 13:14:16:943,0,4096,63
2026-03-28 13:14:17:043,0,4096,63
2026-03-28 13:14:17:143,0,4096,63
2026-03-28 13:14:17:243,0,4096,63
2026-03-28 13:14:17:343,0,4096,62
2026-03-28 13:14:17:443,0,4096,62
2026-03-28 13:14:17:543,0,4096,61
2026-03-28 13:14:17:643,0,4096,61
2026-03-28 13:14:17:743,0,4096,61
2026-03-28 13:14:17:843,0,4096,60
2026-03-28 13:14:17:943,0,4096,62
2026-03-28 13:14:18:044,0,4096,62
2026-03-28 13:14:18:144,0,4096,61
2026-03-28 13:14:18:244,0,4096,60
2026-03-28 13:14:18:344,0,4096,59
2026-03-28 13:14:18:444,0,4096,61
2026-03-28 13:14:18:544,0,4096,61
2026-03-28 13:14:18:644,0,4096,62
2026-03-28 13:14:18:744,0,4096,61
2026-03-28 13:14:18:844,0,4096,62
2026-03-28 13:14:18:944,0,4096,61
2026-03-28 13:14:19:044,0,4096,60
2026-03-28 13:14:19:144,0,4096,62
2026-03-28 13:14:19:244,0,4096,62
2026-03-28 13:14:19:344,0,4096,61
2026-03-28 13:14:19:445,0,4096,61
2026-03-28 13:14:19:545,0,4096,61
2026-03-28 13:14:19:645,0,4096,62
2026-03-28 13:14:19:745,0,4096,63
2026-03-28 13:14:19:845,0,4096,63
2026-03-28 13:14:19:945,0,4096,62
2026-03-28 13:14:20:045,0,4096,63
2026-03-28 13:14:20:145,0,4096,64
2026-03-28 13:14:20:245,0,4096,63
2026-03-28 13:14:20:345,0,4096,63
2026-03-28 13:14:20:445,0,4096,64
2026-03-28 13:14:20:545,0,4096,64
2026-03-28 13:14:20:645,0,4096,64
2026-03-28 13:14:20:746,0,4096,65
2026-03-28 13:14:20:846,0,4096,64
2026-03-28 13:14:20:946,0,4096,64
2026-03-28 13:14:21:046,0,4096,66
2026-03-28 13:14:21:146,0,4096,65
2026-03-28 13:14:21:246,0,4096,64
2026-03-28 13:14:21:346,0,4096,66
2026-03-28 13:14:21:446,0,4096,66
2026-03-28 13:14:21:546,0,4096,65
2026-03-28 13:14:21:646,0,4096,66
2026-03-28 13:14:21:746,0,4096,64
2026-03-28 13:14:21:846,0,4096,65
2026-03-28 13:14:21:946,0,4096,64
2026-03-28 13:14:22:047,0,4096,65
2026-03-28 13:14:22:147,0,4096,66
2026-03-28 13:14:22:247,0,4096,63
2026-03-28 13:14:22:347,0,4096,65
2026-03-28 13:14:22:447,0,4096,64
2026-03-28 13:14:22:547,0,4096,64
2026-03-28 13:14:22:647,0,4096,63
2026-03-28 13:14:22:747,0,4096,64
2026-03-28 13:14:22:847,0,4096,63
2026-03-28 13:14:22:947,0,4096,63
2026-03-28 13:14:23:047,0,4096,62
2026-03-28 13:14:23:147,0,4096,63
2026-03-28 13:14:23:247,0,4096,62
2026-03-28 13:14:23:347,0,4096,63
2026-03-28 13:14:23:447,0,4096,62
2026-03-28 13:14:23:548,0,4096,61
2026-03-28 13:14:23:648,0,4096,61
2026-03-28 13:14:23:748,0,4096,61
2026-03-28 13:14:23:848,0,4096,61
2026-03-28 13:14:23:948,0,4096,60
2026-03-28 13:14:24:048,0,4096,60
2026-03-28 13:14:24:148,0,4096,61
2026-03-28 13:14:24:248,0,4096,58
2026-03-28 13:14:24:348,0,4096,58
2026-03-28 13:14:24:448,0,4096,60
2026-03-28 13:14:24:549,0,4096,60
2026-03-28 13:14:24:649,0,4096,59
2026-03-28 13:14:24:749,0,4096,60
2026-03-28 13:14:24:849,0,4096,60
2026-03-28 13:14:24:949,0,4096,60
2026-03-28 13:14:25:049,0,4096,60
2026-03-28 13:14:25:148,0,4096,61
2026-03-28 13:14:25:249,0,4096,59
2026-03-28 13:14:25:349,0,4096,60
2026-03-28 13:14:25:449,0,4096,62
2026-03-28 13:14:25:549,0,4096,61
2026-03-28 13:14:25:649,0,4096,61
2026-03-28 13:14:25:749,0,4096,62
2026-03-28 13:14:25:850,0,4096,62
2026-03-28 13:14:25:950,0,4096,64
2026-03-28 13:14:26:050,0,4096,61
2026-03-28 13:14:26:150,0,4096,64
2026-03-28 13:14:26:250,0,4096,64
2026-03-28 13:14:26:350,0,4096,63
2026-03-28 13:14:26:450,0,4096,67
2026-03-28 13:14:26:550,0,4096,67
2026-03-28 13:14:26:650,0,4096,65
2026-03-28 13:14:26:750,0,4096,68
2026-03-28 13:14:26:850,0,4096,69
2026-03-28 13:14:26:950,0,4096,68
2026-03-28 13:14:27:050,0,4096,68
2026-03-28 13:14:27:151,0,4096,69
2026-03-28 13:14:27:250,0,4096,72
2026-03-28 13:14:27:351,0,4096,70
2026-03-28 13:14:27:451,0,4096,70
2026-03-28 13:14:27:551,0,4096,69
2026-03-28 13:14:27:650,0,4096,70
2026-03-28 13:14:27:751,0,4096,69
2026-03-28 13:14:27:851,0,4096,67
2026-03-28 13:14:27:951,0,4096,69
2026-03-28 13:14:28:051,0,4096,65
2026-03-28 13:14:28:151,0,4096,65
2026-03-28 13:14:28:251,0,4096,65
2026-03-28 13:14:28:351,0,4096,64
2026-03-28 13:14:28:452,0,4096,65
2026-03-28 13:14:28:551,0,4096,63
2026-03-28 13:14:28:652,0,4096,63
2026-03-28 13:14:28:752,0,4096,63
2026-03-28 13:14:28:852,0,4096,61
2026-03-28 13:14:28:952,0,4096,62
2026-03-28 13:14:29:052,0,4096,60
2026-03-28 13:14:29:152,0,4096,61
2026-03-28 13:14:29:252,0,4096,60
2026-03-28 13:14:29:352,0,4096,59
2026-03-28 13:14:29:452,0,4096,58
2026-03-28 13:14:29:552,0,4096,58
2026-03-28 13:14:29:653,0,4096,58
2026-03-28 13:14:29:753,0,4096,57
2026-03-28 13:14:29:853,0,4096,58
2026-03-28 13:14:29:953,0,4096,59
2026-03-28 13:14:30:053,0,4096,59
2026-03-28 13:14:30:153,0,4096,60
2026-03-28 13:14:30:253,0,4096,58
2026-03-28 13:14:30:353,0,4096,59
2026-03-28 13:14:30:453,0,4096,60
2026-03-28 13:14:30:553,0,4096,56
2026-03-28 13:14:30:653,0,4096,57
2026-03-28 13:14:30:753,0,4096,58
2026-03-28 13:14:30:853,0,4096,57
2026-03-28 13:14:30:954,0,4096,58
2026-03-28 13:14:31:054,0,4096,58
2026-03-28 13:14:31:154,0,4096,60
2026-03-28 13:14:31:254,0,4096,61
2026-03-28 13:14:31:354,0,4096,61
2026-03-28 13:14:31:454,0,4096,60
2026-03-28 13:14:31:554,0,4096,60
2026-03-28 13:14:31:654,0,4096,62
2026-03-28 13:14:31:754,0,4096,62
2026-03-28 13:14:31:854,0,4096,62
2026-03-28 13:14:31:954,0,4096,64
2026-03-28 13:14:32:054,0,4096,63
2026-03-28 13:14:32:154,0,4096,64
2026-03-28 13:14:32:255,0,4096,64
2026-03-28 13:14:32:354,0,4096,63
2026-03-28 13:14:32:454,0,4096,65
2026-03-28 13:14:32:555,0,4096,66
2026-03-28 13:14:32:655,0,4096,64
2026-03-28 13:14:32:755,0,4096,66
2026-03-28 13:14:32:855,0,4096,66
2026-03-28 13:14:32:955,0,4096,66
2026-03-28 13:14:33:055,0,4096,66
2026-03-28 13:14:33:155,0,4096,64
2026-03-28 13:14:33:255,0,4096,67
2026-03-28 13:14:33:355,0,4096,66
2026-03-28 13:14:33:456,0,4096,65
2026-03-28 13:14:33:556,0,4096,66
2026-03-28 13:14:33:656,0,4096,66
2026-03-28 13:14:33:756,0,4096,65
2026-03-28 13:14:33:856,0,4096,65
2026-03-28 13:14:33:956,0,4096,65
2026-03-28 13:14:34:055,0,4096,66
2026-03-28 13:14:34:156,0,4096,66
2026-03-28 13:14:34:256,0,4096,64
2026-03-28 13:14:34:356,0,4096,64
2026-03-28 13:14:34:456,0,4096,64
2026-03-28 13:14:34:556,0,4096,63
2026-03-28 13:14:34:656,0,4096,63
2026-03-28 13:14:34:757,0,4096,64
2026-03-28 13:14:34:856,0,4096,63
2026-03-28 13:14:34:957,0,4096,62
2026-03-28 13:14:35:057,0,4096,63
2026-03-28 13:14:35:157,0,4096,62
2026-03-28 13:14:35:257,0,4096,62
2026-03-28 13:14:35:357,0,4096,60
2026-03-28 13:14:35:457,0,4096,60
2026-03-28 13:14:35:557,0,4096,62
2026-03-28 13:14:35:657,0,4096,61
2026-03-28 13:14:35:757,0,4096,61
2026-03-28 13:14:35:857,0,4096,61
2026-03-28 13:14:35:957,0,4096,59
2026-03-28 13:14:36:058,0,4096,60
2026-03-28 13:14:36:158,0,4096,61
2026-03-28 13:14:36:258,0,4096,60
2026-03-28 13:14:36:358,0,4096,61
2026-03-28 13:14:36:458,0,4096,60
2026-03-28 13:14:36:558,0,4096,61
2026-03-28 13:14:36:657,0,4096,62
2026-03-28 13:14:36:758,0,4096,59
2026-03-28 13:14:36:858,0,4096,60
2026-03-28 13:14:36:958,0,4096,58
2026-03-28 13:14:37:058,0,4096,62
2026-03-28 13:14:37:158,0,4096,63
2026-03-28 13:14:37:258,0,4096,63
2026-03-28 13:14:37:359,0,4096,62
2026-03-28 13:14:37:459,0,4096,63
2026-03-28 13:14:37:559,0,4096,64
2026-03-28 13:14:37:659,0,4096,64
2026-03-28 13:14:37:759,0,4096,65
2026-03-28 13:14:37:859,0,4096,64
2026-03-28 13:14:37:959,0,4096,63
2026-03-28 13:14:38:059,0,4096,65
2026-03-28 13:14:38:159,0,4096,66
2026-03-28 13:14:38:259,0,4096,66
2026-03-28 13:14:38:359,0,4096,65
2026-03-28 13:14:38:459,0,4096,66
2026-03-28 13:14:38:560,0,4096,66
2026-03-28 13:14:38:659,0,4096,65
2026-03-28 13:14:38:760,0,4096,64
2026-03-28 13:14:38:860,0,4096,65
2026-03-28 13:14:38:959,0,4096,66
2026-03-28 13:14:39:060,0,4096,66
2026-03-28 13:14:39:160,0,4096,67
2026-03-28 13:14:39:260,0,4096,66
2026-03-28 13:14:39:360,0,4096,67
2026-03-28 13:14:39:460,0,4096,67
2026-03-28 13:14:39:560,0,4096,67
2026-03-28 13:14:39:660,0,4096,66
2026-03-28 13:14:39:761,0,4096,64
2026-03-28 13:14:39:861,0,4096,64
2026-03-28 13:14:39:961,0,4096,65
2026-03-28 13:14:40:061,0,4096,64
2026-03-28 13:14:40:161,0,4096,63
2026-03-28 13:14:40:261,0,4096,65
2026-03-28 13:14:40:361,0,4096,64
2026-03-28 13:14:40:461,0,4096,63
2026-03-28 13:14:40:561,0,4096,63
2026-03-28 13:14:40:661,0,4096,63
2026-03-28 13:14:40:761,0,4096,62
2026-03-28 13:14:40:861,0,4096,62
2026-03-28 13:14:40:961,0,4096,62
2026-03-28 13:14:41:062,0,4096,61
2026-03-28 13:14:41:162,0,4096,61
2026-03-28 13:14:41:262,0,4096,61
2026-03-28 13:14:41:362,0,4096,62
2026-03-28 13:14:41:462,0,4096,61
2026-03-28 13:14:41:562,0,4096,60
2026-03-28 13:14:41:662,0,4096,62
2026-03-28 13:14:41:762,0,4096,61
2026-03-28 13:14:41:862,0,4096,60
2026-03-28 13:14:41:962,0,4096,59
2026-03-28 13:14:42:062,0,4096,60
2026-03-28 13:14:42:162,0,4096,59
2026-03-28 13:14:42:262,0,4096,60
2026-03-28 13:14:42:362,0,4096,60
2026-03-28 13:14:42:463,0,4096,60
2026-03-28 13:14:42:563,0,4096,60
2026-03-28 13:14:42:663,0,4096,60
2026-03-28 13:14:42:763,0,4096,59
2026-03-28 13:14:42:863,0,4096,59
2026-03-28 13:14:42:963,0,4096,60
2026-03-28 13:14:43:063,0,4096,61
2026-03-28 13:14:43:163,0,4096,59
2026-03-28 13:14:43:263,0,4096,60
2026-03-28 13:14:43:363,0,4096,61
2026-03-28 13:14:43:463,0,4096,64
2026-03-28 13:14:43:563,0,4096,63
2026-03-28 13:14:43:664,0,4096,64
2026-03-28 13:14:43:764,0,4096,66
2026-03-28 13:14:43:864,0,4096,64
2026-03-28 13:14:43:964,0,4096,65
2026-03-28 13:14:44:063,0,4096,64
2026-03-28 13:14:44:164,0,4096,65
2026-03-28 13:14:44:264,0,4096,65
2026-03-28 13:14:44:364,0,4096,66
2026-03-28 13:14:44:464,0,4096,65
2026-03-28 13:14:44:564,0,4096,67
2026-03-28 13:14:44:664,0,4096,66
2026-03-28 13:14:44:764,0,4096,67
2026-03-28 13:14:44:864,0,4096,67
2026-03-28 13:14:44:964,0,4096,67
2026-03-28 13:14:45:065,0,4096,67
2026-03-28 13:14:45:164,0,4096,66
2026-03-28 13:14:45:265,0,4096,67
2026-03-28 13:14:45:364,0,4096,66
2026-03-28 13:14:45:465,0,4096,66
2026-03-28 13:14:45:565,0,4096,63
2026-03-28 13:14:45:665,0,4096,66
2026-03-28 13:14:45:764,0,4096,68
2026-03-28 13:14:45:864,0,4096,66
2026-03-28 13:14:45:965,0,4096,65
2026-03-28 13:14:46:065,0,4096,66
2026-03-28 13:14:46:165,0,4096,65
2026-03-28 13:14:46:266,0,4096,65
2026-03-28 13:14:46:366,0,4096,64
2026-03-28 13:14:46:465,0,4096,63
2026-03-28 13:14:46:566,0,4096,63
2026-03-28 13:14:46:666,0,4096,63
2026-03-28 13:14:46:766,0,4096,62
2026-03-28 13:14:46:866,0,4096,62
2026-03-28 13:14:46:966,0,4096,63
2026-03-28 13:14:47:066,0,4096,61
2026-03-28 13:14:47:166,0,4096,60
2026-03-28 13:14:47:266,0,4096,60
2026-03-28 13:14:47:366,0,4096,61
2026-03-28 13:14:47:466,0,4096,60
2026-03-28 13:14:47:567,0,4096,58
2026-03-28 13:14:47:667,0,4096,58
2026-03-28 13:14:47:767,0,4096,58
2026-03-28 13:14:47:867,0,4096,56
2026-03-28 13:14:47:967,0,4096,57
2026-03-28 13:14:48:067,0,4096,57
2026-03-28 13:14:48:167,0,4096,59
2026-03-28 13:14:48:267,0,4096,58
2026-03-28 13:14:48:367,0,4096,57
2026-03-28 13:14:48:466,0,4096,57
2026-03-28 13:14:48:566,0,4096,58
2026-03-28 13:14:48:667,0,4096,57
2026-03-28 13:14:48:767,0,4096,58
2026-03-28 13:14:48:867,0,4096,59
2026-03-28 13:14:48:968,0,4096,58
2026-03-28 13:14:49:068,0,4096,60
2026-03-28 13:14:49:167,0,4096,61
2026-03-28 13:14:49:267,0,4096,60
2026-03-28 13:14:49:367,0,4096,60
2026-03-28 13:14:50:169,,4096,"63"
2026-03-28 13:14:52:771,,"40000",4096
2026-03-28 13:14:57:574,0,4,"6160"
2026-03-28 13:14:58:174,00,4096,"6546000"
2026-03-28 13:15:01:678,,6,606
2026-03-28 13:15:06:080,,"00000",4096
2026-03-28 13:15:08:383,,4,"0"
2026-03-28 13:15:11:784,,65000,4096
2026-03-28 13:15:13:686,,,6
2026-03-28 13:15:14:286,0,4096,"640"
2026-03-28 13:15:15:488,,4,"00"
2026-03-28 13:15:16:988,"00",4096,61
2026-03-28 13:15:21:092,,"0","00"
2026-03-28 13:15:23:193,40,0,"06630"
2026-03-28 13:15:27:597,0,"",
2026-03-28 13:15:28:097,0,4096,65
2026-03-28 13:15:30:999,,40,4096
2026-03-28 13:15:33:401,"006",,0
2026-03-28 13:15:34:602,0,"40000","00"
2026-03-28 13:15:34:903,,4090,0
2026-03-28 13:15:36:404,,0,
2026-03-28 13:15:37:704,,"4094",0000065
2026-03-28 13:15:39:106,,660,"0"
2026-03-28 13:15:40:607,,"0","40"
2026-03-28 13:15:40:907,0,4096,64
2026-03-28 13:15:43:309,0,"20",0
2026-03-28 13:15:50:615,"02","00",4096
2026-03-28 13:15:50:915,0,4096,10
2026-03-28 13:15:52:616,0,4096,34
2026-03-28 13:15:52:917,"0170",4096,
2026-03-28 13:15:55:219,"0",40,624
2026-03-28 13:15:56:620,,000,120
